DUID,TIME,REGION,REASON,REASON_old
TUMUT3,2025-06-30 19:41:31,NSW1,19:41:30 P MANAGE SMALL UNECONOMIC MARGINAL TARGETS - REBID ECONOMIC MINIMUM LOADING VALUE - SL,
TUMUT3,2025-06-30 19:55:11,NSW1,19:50:03 A NSW 5MIN ACTUAL Price $85.13 LOWER THAN 5MIN PD 19:55@19:46 ($268.97) - SL,
UPPTUMUT,2025-06-30 19:55:11,NSW1,19:50:03 A NSW 5MIN ACTUAL Price $85.13 LOWER THAN 5MIN PD 19:55@19:46 ($268.97) - SL,
CG1,2025-06-30 19:55:27,NSW1,19:55:27 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
SHGEN,2025-06-30 20:01:45,NSW1,Constraint management - F_T++NIL_ML_L6 SL,
URANQ11,2025-06-30 20:01:45,NSW1,Constraint management - F_T++NIL_ML_L6 SL,
URANQ12,2025-06-30 20:01:45,NSW1,Constraint management - F_T++NIL_ML_L6 SL,
URANQ13,2025-06-30 20:01:45,NSW1,Constraint management - F_T++NIL_ML_L6 SL,
URANQ14,2025-06-30 20:01:45,NSW1,Constraint management - F_T++NIL_ML_L6 SL,
CG2,2025-06-30 20:10:34,NSW1,20:10:34 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
BW02,2025-06-30 20:18:11,NSW1,010 Unexpected/plant limits~108 load/ramp variation during RTS,
SITHE01,2025-06-30 20:21:57,NSW1,NSW1 RRP DP@20:25 for 20:25 is $47.08 lower than 5PD@20:20 ($252.91 vs $299.99) SL,
CG3,2025-06-30 20:31:13,NSW1,20:31:13 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
BW02,2025-06-30 20:48:41,NSW1,010 Unexpected/plant limits~108 load/ramp variation during RTS,
URANQ11,2025-06-30 21:09:46,NSW1,Change in avail - noise restriction revised SL,
URANQ12,2025-06-30 21:09:46,NSW1,Change in avail - noise restriction revised SL,
URANQ13,2025-06-30 21:09:46,NSW1,Change in avail - noise restriction revised SL,
URANQ14,2025-06-30 21:09:46,NSW1,Change in avail - noise restriction revised SL,
BW02,2025-06-30 21:46:53,NSW1,010 Unexpected/plant limits~108 load/ramp variation during RTS,
TUMUT3,2025-06-30 22:06:43,NSW1,22:06:30 P MANAGE SMALL UNECONOMIC MARGINAL TARGETS - REBID ECONOMIC MINIMUM LOADING VALUE - SL,
BW02,2025-06-30 22:23:10,NSW1,010 Unexpected/plant limits~108 load/ramp variation during RTS,
TUMUT3,2025-06-30 22:29:59,NSW1,21:03:00 A NSW 30MIN PD Price $83.46 LOWER THAN 30MIN PD 22:30@20:33 ($175.13) - SL,
UPPTUMUT,2025-06-30 22:29:59,NSW1,21:03:00 A NSW 30MIN PD Price $83.46 LOWER THAN 30MIN PD 22:30@20:33 ($175.13) - SL,
TUMUT3,2025-06-30 22:41:35,NSW1,22:41:30 P MANAGE SMALL UNECONOMIC MARGINAL TARGETS - REBID ECONOMIC MINIMUM LOADING VALUE - SL,
MP1,2025-06-30 22:42:35,NSW1,Band Adj - NSW P30 RRP $110 vs $148 @ HHE 02:00,
MP2,2025-06-30 22:42:35,NSW1,Band Adj - NSW P30 RRP $110 vs $148 @ HHE 02:00,
TUMUT3,2025-06-30 22:51:28,NSW1,22:46:00 A TUMUT3 5MIN PD DUID Dispatch 27 LOWER THAN 30MIN PD 22:55@22:33 (120) - SL,
GUTHEGA,2025-06-30 23:03:11,NSW1,23:03:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY - SL,
BW02,2025-06-30 23:09:28,NSW1,010 Unexpected/plant limits~108 load/ramp variation during RTS,
BW02,2025-06-30 23:19:27,NSW1,010 Unexpected/plant limits~108 load/ramp variation during RTS,
BW02,2025-06-30 23:21:35,NSW1,010 Unexpected/plant limits~108 load/ramp variation during RTS,
BW02,2025-06-30 23:31:57,NSW1,010 Unexpected/plant limits~108 load/ramp variation during RTS,
GSTONE3,2025-06-30 03:05:53,QLD1,Unit commitment-Rebid to match Scada-SL,
CPP_3,2025-06-30 03:26:28,QLD1,clinker management - SL,
DDPS1,2025-06-30 03:48:16,QLD1,INC QLD DEM 5PD 5789 MW > 30PD 5497 MW @ 0430 SL - 2 GT ST DB mode ROC of 2 MW?min req SL,
CPSA,2025-06-30 04:05:01,QLD1,Ambient conditions - match bid to expected unit outputs~,
OAKEY1,2025-06-30 04:06:24,QLD1,Ambient conditions - match bid to expected unit outputs~,
OAKEY2,2025-06-30 04:06:24,QLD1,Ambient conditions - match bid to expected unit outputs~,
CPP_3,2025-06-30 04:09:46,QLD1,clinker management - SL,
SWAN_E,2025-06-30 04:51:36,QLD1,CHANGE IN NSW GENERATION PD@0530 94MW: PD 0430 v PD 0500-SL,
BARRON-1,2025-06-30 04:58:35,QLD1,Weir level Management - SL,
BARRON-2,2025-06-30 04:58:35,QLD1,Weir level Management - SL,
CALL_B_1,2025-06-30 05:05:31,QLD1,Reviewed pre-dispatch--SL,
CALL_B_2,2025-06-30 05:05:31,QLD1,Reviewed pre-dispatch--SL,
GSTONE2,2025-06-30 05:05:48,QLD1,Reviewed pre-dispatch--SL,
GSTONE3,2025-06-30 05:05:48,QLD1,Reviewed pre-dispatch--SL,
GSTONE4,2025-06-30 05:05:48,QLD1,Reviewed pre-dispatch--SL,
GSTONE5,2025-06-30 05:05:48,QLD1,Reviewed pre-dispatch--SL,
MPP_1,2025-06-30 05:14:20,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 05:14:20,QLD1,Fuel/Mill/CV Limitation,
BARRON-2,2025-06-30 05:17:24,QLD1,QLD RRP for DI 0520 - DS $225.73 > P5@ 0510 $162.95 - SL,
CPP_4,2025-06-30 05:35:14,QLD1,Coal cv - SL,
CALL_B_1,2025-06-30 05:43:17,QLD1,Constraint management - - SL,
CALL_B_2,2025-06-30 05:43:17,QLD1,Constraint management - - SL,
GSTONE2,2025-06-30 05:45:29,QLD1,Constraint management - - SL,
GSTONE3,2025-06-30 05:45:29,QLD1,Constraint management - - SL,
GSTONE4,2025-06-30 05:45:29,QLD1,Constraint management - - SL,
GSTONE5,2025-06-30 05:45:29,QLD1,Constraint management - - SL,
GSTONE3,2025-06-30 05:47:56,QLD1,Unit commitment-Rebid to match Scada-SL,
BRAEMAR1,2025-06-30 05:57:31,QLD1,QLD 5PD increasing DI from $226.02 to $238.70 SL,
CPSA,2025-06-30 06:13:07,QLD1,Ambient conditions - alter availability to expected unit output SL.,
GSTONE3,2025-06-30 06:22:19,QLD1,Unit commitment-Rebid to match Scada-SL,
GSTONE3,2025-06-30 06:25:58,QLD1,Unit commitment-Rebid to match Scada-SL,
MPP_1,2025-06-30 06:49:35,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 06:49:35,QLD1,Fuel/Mill/CV Limitation,
BRAEMAR1,2025-06-30 07:00:42,QLD1,Revise unit output base on ambient conditions SL,
MPP_1,2025-06-30 07:09:47,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 07:09:47,QLD1,Fuel/Mill/CV Limitation,
MPP_1,2025-06-30 07:17:35,QLD1,QLD1 RRP CHANGE +97 (07:10 P5 DI 30/06/25 07:30 VALUE 380 VS 07:00 PD TI 30/06/25 07:30 VALUE 283) SL,
MPP_2,2025-06-30 07:17:35,QLD1,QLD1 RRP CHANGE +97 (07:10 P5 DI 30/06/25 07:30 VALUE 380 VS 07:00 PD TI 30/06/25 07:30 VALUE 283) SL,
BRAEMAR6,2025-06-30 07:22:47,QLD1,0721A CHANGE IN 5MIN PD: QLD PRICE INCREASE SL,
GSTONE3,2025-06-30 07:24:40,QLD1,Testing-Full load -SL,
BRAEMAR6,2025-06-30 07:26:17,QLD1,0725P AMBIENT CONDITIONS: ADJUST BID FOR PREVAILING CONDITIONS SL,
BRAEMAR3,2025-06-30 07:31:55,QLD1,Avoid uneconomic start. SL,
BRAEMAR3,2025-06-30 07:33:01,QLD1,Change in price 5PD. SL,
SWAN_E,2025-06-30 07:33:11,QLD1,QLD RRP $943.31 - SL,
BRAEMAR6,2025-06-30 07:34:06,QLD1,0733P AMBIENT CONDITIONS: ADJUST BID FOR PREVAILING CONDITIONS SL,
BRAEMAR1,2025-06-30 07:37:35,QLD1,Change in price 5PD. SL,
OAKEY2,2025-06-30 07:43:48,QLD1,Market change elevated price sustained in QLD  - adjust MW distribution SL.,
STAN-1,2025-06-30 07:48:15,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 07:48:15,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 07:48:15,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 07:48:15,QLD1,Constraint Q_CS_1700 management - SL,
BRAEMAR3,2025-06-30 07:48:37,QLD1,Reset t times. SL,
CPP_3,2025-06-30 07:51:28,QLD1,Clinker deload-SL,
DDPS1,2025-06-30 07:57:45,QLD1,DEC QLD Semi-scheduled 5PD 524 MW < 30PD 647 MW @0830 SL,
BRAEMAR6,2025-06-30 08:02:15,QLD1,0800P FUEL MANAGEMENT: GAS CONSUMPTION HIGHER THAN EXPECTED SL,
CPP_3,2025-06-30 08:05:25,QLD1,Constraint Management - Q_CS_1700 - SL,
BRAEMAR6,2025-06-30 08:06:02,QLD1,0803A CHANGE IN 30MIN PD: QLD PRICE INCREASE SL,
SWAN_E,2025-06-30 08:08:03,QLD1,QLD P5 $373.27 DI0835 - SL,
MPP_1,2025-06-30 08:10:54,QLD1,QLD1 DEMAND CHANGE +182 (08:00 PD TI 30/06/25 08:30 VALUE 6984 VS 07:30 PD TI 30/06/25 08:30 VALUE 6802) SL,
MPP_2,2025-06-30 08:10:54,QLD1,QLD1 DEMAND CHANGE +182 (08:00 PD TI 30/06/25 08:30 VALUE 6984 VS 07:30 PD TI 30/06/25 08:30 VALUE 6802) SL,
CPSA,2025-06-30 08:13:14,QLD1,Ambient conditions - alter availability to expected unit output SL.,
STAN-1,2025-06-30 08:14:55,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 08:14:55,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 08:14:55,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 08:14:55,QLD1,Constraint Q_CS_1700 management - SL,
OAKEY2,2025-06-30 08:25:08,QLD1,Update availability   - adjust MW distributions SL.,
STAN-1,2025-06-30 09:00:57,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 09:00:57,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 09:00:57,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 09:00:57,QLD1,Constraint Q_CS_1700 management - SL,
CPP_3,2025-06-30 09:11:46,QLD1,Constraint management - Q_CS_1700 - SL,
CPP_4,2025-06-30 09:11:46,QLD1,Constraint management - Q_CS_1700 - SL,
BARRON-1,2025-06-30 09:12:42,QLD1,Weir level Management - SL,
BRAEMAR1,2025-06-30 09:13:55,QLD1,Change in price 5PD. SL,
MPP_1,2025-06-30 09:16:40,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 09:16:40,QLD1,Fuel/Mill/CV Limitation,
CPSA,2025-06-30 09:32:58,QLD1,"Market change high demand, low solar in QLD -  adjust MW distribution SL.",
CPP_3,2025-06-30 09:34:39,QLD1,Clinker deload-SL,
CALL_B_1,2025-06-30 09:38:32,QLD1,Market condition changed--SL QLD1 TI 30-06-2025 17:00:00 P30 RRP $460.57 vs P30 RRP $290.93 @ P30 RUN 30-06-2025 09:01:22 - RRP CHANGE OF $169.64,
CALL_B_2,2025-06-30 09:39:47,QLD1,Market condition changed--SL QLD1 TI 30-06-2025 17:00:00 P30 RRP $460.57 vs P30 RRP $290.93 @ P30 RUN 30-06-2025 09:01:22 - RRP CHANGE OF $169.64,
BRAEMAR5,2025-06-30 09:42:54,QLD1,0942A CHANGE IN 30MIN PD: QLD PRICE INCREASE SL,
BRAEMAR6,2025-06-30 09:42:54,QLD1,0942A CHANGE IN 30MIN PD: QLD PRICE INCREASE SL,
MPP_1,2025-06-30 09:46:01,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 09:46:01,QLD1,Fuel/Mill/CV Limitation,
MPP_1,2025-06-30 09:54:19,QLD1,QLD1 RRP CHANGE +269 (09:50 DS DI 30/06/25 09:55 VALUE 525 VS 09:45 P5 DI 30/06/25 09:55 VALUE 256) SL,
MPP_2,2025-06-30 09:54:19,QLD1,QLD1 RRP CHANGE +269 (09:50 DS DI 30/06/25 09:55 VALUE 525 VS 09:45 P5 DI 30/06/25 09:55 VALUE 256) SL,
CPP_3,2025-06-30 10:01:27,QLD1,market condition changed - SL - QLD1 TI 30-06-2025 17:00:00 P30 RRP $460.57 vs P30 RRP $290.93 @ P30 RUN 30-06-2025 09:01:22 - RRP CHANGE OF $169.64,
CPP_4,2025-06-30 10:01:27,QLD1,market condition changed - SL - QLD1 TI 30-06-2025 17:00:00 P30 RRP $460.57 vs P30 RRP $290.93 @ P30 RUN 30-06-2025 09:01:22 - RRP CHANGE OF $169.64,
GSTONE3,2025-06-30 10:01:29,QLD1,Portfolio rearrangement -Other-SL,
GSTONE4,2025-06-30 10:01:29,QLD1,Portfolio rearrangement -Other-SL,
DDPS1,2025-06-30 10:04:31,QLD1,Change in avail - Unit RTS profile Revised SL,
STAN-1,2025-06-30 10:09:34,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 10:09:34,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 10:09:34,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 10:09:34,QLD1,Constraint Q_CS_1700 management - SL,
BRAEMAR1,2025-06-30 10:12:41,QLD1,10:45 PD price decreased from 207.74 (10:05 runtime) to 190.21 (10:10 runtime). SL.,
STAN-1,2025-06-30 10:14:24,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 10:14:24,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 10:14:24,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 10:14:24,QLD1,Constraint Q_CS_1700 management - SL,
BRAEMAR1,2025-06-30 10:27:41,QLD1,Revise unit output based on ambient conditions. SL.,
STAN-1,2025-06-30 10:29:40,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 10:29:40,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 10:29:40,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 10:29:40,QLD1,Constraint Q_CS_1700 management - SL,
MPP_1,2025-06-30 10:37:56,QLD1,QLD1 RRP CHANGE +720 (10:35 DS DI 30/06/25 10:40 VALUE 912 VS 10:30 P5 DI 30/06/25 10:40 VALUE 192) SL,
MPP_2,2025-06-30 10:37:56,QLD1,QLD1 RRP CHANGE +720 (10:35 DS DI 30/06/25 10:40 VALUE 912 VS 10:30 P5 DI 30/06/25 10:40 VALUE 192) SL,
DDPS1,2025-06-30 10:42:39,QLD1,Plant conditions - GT RTS complete SL,
STAN-1,2025-06-30 10:47:03,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 10:47:03,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 10:47:03,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 10:47:03,QLD1,Constraint Q_CS_1700 management - SL,
DDPS1,2025-06-30 10:54:46,QLD1,INC QLD DEM 5PD 7218 MW > 30PD 7086 MW @ 1130 ROC of 3 MW/MIN REQ for 3 GT+ST+DB Mode SL,
KAREEYA1,2025-06-30 11:08:31,QLD1,Q_CS_1700 - SL,
KAREEYA2,2025-06-30 11:08:31,QLD1,Q_CS_1700 - SL,
KAREEYA3,2025-06-30 11:08:31,QLD1,Q_CS_1700 - SL,
KAREEYA4,2025-06-30 11:08:31,QLD1,Q_CS_1700 - SL,
STAN-1,2025-06-30 11:09:40,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 11:09:40,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 11:09:40,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 11:09:40,QLD1,Constraint Q_CS_1700 management - SL,
CALL_B_2,2025-06-30 11:11:30,QLD1,Mill -Other-SL,
TARONG#2,2025-06-30 11:14:22,QLD1,Constraint Q_CS_1700 management - SL,
TARONG#3,2025-06-30 11:14:22,QLD1,Constraint Q_CS_1700 management - SL,
TARONG#4,2025-06-30 11:14:22,QLD1,Constraint Q_CS_1700 management - SL,
GSTONE6,2025-06-30 11:16:28,QLD1,Constraint management - - SL Q_CS_1700,
STAN-1,2025-06-30 11:41:56,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 11:41:56,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 11:41:56,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 11:41:56,QLD1,Constraint Q_CS_1700 management - SL,
CPP_4,2025-06-30 11:43:39,QLD1,Coal CV-SL,
CPP_4,2025-06-30 12:23:45,QLD1,"Target below Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A - SL",
TARONG#2,2025-06-30 12:27:22,QLD1,Constraint  Q_CS_1700 management - SL,
TARONG#3,2025-06-30 12:27:22,QLD1,Constraint  Q_CS_1700 management - SL,
TARONG#4,2025-06-30 12:27:22,QLD1,Constraint  Q_CS_1700 management - SL,
MPP_1,2025-06-30 12:27:26,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 12:27:26,QLD1,Fuel/Mill/CV Limitation,
CPP_4,2025-06-30 12:40:07,QLD1,"Target at or above Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A-SL",
GSTONE4,2025-06-30 12:41:57,QLD1,Condenser -Backflush-SL,
MPP_1,2025-06-30 12:55:10,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 12:55:10,QLD1,Fuel/Mill/CV Limitation,
MPP_1,2025-06-30 13:18:22,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 13:18:22,QLD1,Fuel/Mill/CV Limitation,
BRAEMAR3,2025-06-30 13:41:07,QLD1,15:30 30PD price increased from 246.78 (12:30 runtime) to 278.21 (13:00 & 13:30 runtimes). SL.,
STAN-1,2025-06-30 13:49:44,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 13:49:44,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 13:49:44,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 13:49:44,QLD1,Constraint Q_CS_1700 management - SL,
TARONG#2,2025-06-30 13:49:44,QLD1,Constraint Q_CS_1700 management - SL,
TARONG#3,2025-06-30 13:49:44,QLD1,Constraint Q_CS_1700 management - SL,
TARONG#4,2025-06-30 13:49:44,QLD1,Constraint Q_CS_1700 management - SL,
GSTONE4,2025-06-30 13:53:39,QLD1,Condenser -Backflush-SL,
BRAEMAR1,2025-06-30 14:04:58,QLD1,Spot price (56.40 for DI 14:05) lower than 14:00 30PD price (174.41 at 13:30 runtime).,
DDPS1,2025-06-30 14:06:41,QLD1,INC QLD DEM 5PD 7318 MW > 30PD 7116 MW @1500 SL,
BARRON-1,2025-06-30 14:17:29,QLD1,Manage weir level SL,
BARRON-2,2025-06-30 14:17:29,QLD1,Manage weir level SL,
BRAEMAR3,2025-06-30 14:32:49,QLD1,15:00 30PD price decreased from 201.72 (13:30 runtime) to 109.28 (14:00 runtime). SL.,
MPP_1,2025-06-30 14:59:54,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 14:59:54,QLD1,Fuel/Mill/CV Limitation,
W/HOE#1,2025-06-30 15:04:57,QLD1,Rebalance portfolio SL,
W/HOE#2,2025-06-30 15:04:57,QLD1,Rebalance portfolio SL,
BRAEMAR1,2025-06-30 15:13:08,QLD1,15:30 30PD price decreased from 164.14 (14:30 runtime) to 108.15 (15:00 runtime). SL.,
BRAEMAR3,2025-06-30 15:13:08,QLD1,15:30 30PD price decreased from 164.14 (14:30 runtime) to 108.15 (15:00 runtime). SL.,
BRAEMAR1,2025-06-30 15:23:34,QLD1,Spot price 284.92 above 5PD price. SL.,
BARCALDN,2025-06-30 15:29:16,QLD1,AVAILABILITY ADJ DUE TO PD,
W/HOE#2,2025-06-30 15:32:11,QLD1,adjust t times for unit mode SL,
GSTONE2,2025-06-30 15:41:50,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE3,2025-06-30 15:41:50,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE4,2025-06-30 15:41:50,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE5,2025-06-30 15:41:50,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE6,2025-06-30 15:41:50,QLD1,Constraint management - - SL Q_CS_1700,
CALL_B_1,2025-06-30 15:42:46,QLD1,Constraint management - - SL Q_CS_1700,
CALL_B_2,2025-06-30 15:42:46,QLD1,Constraint management - - SL Q_CS_1700,
BRAEMAR1,2025-06-30 15:47:55,QLD1,Change in price 5PD. 16:05 PD price increased from $180.6 (15:35 runtime) to $205.51 (15:40 runtime). SL,
BRAEMAR3,2025-06-30 15:48:24,QLD1,16:15 5PD price increased from 223.41 (15:40 runtime) to 229.45 (15:45 runtime). SL.,
MPP_1,2025-06-30 15:50:56,QLD1,Fuel/Mill/CV Limitation,
MPP_2,2025-06-30 15:50:56,QLD1,Fuel/Mill/CV Limitation,
BRAEMAR1,2025-06-30 15:51:07,QLD1,Reset t times.,
SWAN_E,2025-06-30 15:52:21,QLD1,avoid partial dispatch targets SL,
W/HOE#2,2025-06-30 15:52:21,QLD1,avoid partial dispatch targets SL,
MPP_1,2025-06-30 15:56:17,QLD1,Boiler Water/Steam Limitation,
MPP_2,2025-06-30 15:56:17,QLD1,Boiler Water/Steam Limitation,
BRAEMAR1,2025-06-30 15:56:21,QLD1,Revise unit output base on ambient conditiions. SL,
W/HOE#1,2025-06-30 15:59:03,QLD1,Rebalance portfolio SL,
STAN-1,2025-06-30 15:59:37,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 15:59:37,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 15:59:37,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 15:59:37,QLD1,Constraint Q_CS_1700 management - SL,
OAKEY2,2025-06-30 16:00:16,QLD1,Market change - commit unit,
CPP_3,2025-06-30 16:03:17,QLD1,Constraint Management - Q_CS_1700 - SL,
CPP_4,2025-06-30 16:03:17,QLD1,Constraint Management - Q_CS_1700 - SL,
OAKEY2,2025-06-30 16:07:49,QLD1,Amended gas position - adjust MW distribution,
BRAEMAR1,2025-06-30 16:09:53,QLD1,Change in price 5PD. 16:05 PD price increased from $180.6 (15:35 runtime) to $205.51 (15:40 runtime). SL,
CALL_B_1,2025-06-30 16:17:05,QLD1,Constraint management - - SL Q_CS_1700,
CALL_B_2,2025-06-30 16:17:05,QLD1,Constraint management - - SL Q_CS_1700,
BRAEMAR2,2025-06-30 16:26:45,QLD1,17:05 5PD price increased from 280.04 (16:20 runtime) to 349.73 (16:25 runtime). SL.,
BRAEMAR3,2025-06-30 16:28:55,QLD1,Revise unit output base on ambient conditiions. SL,
GSTONE2,2025-06-30 16:32:19,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE3,2025-06-30 16:32:19,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE4,2025-06-30 16:32:19,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE5,2025-06-30 16:32:19,QLD1,Constraint management - - SL Q_CS_1700,
BRAEMAR3,2025-06-30 16:33:34,QLD1,Revise unit output base on ambient conditiions. SL,
STAN-1,2025-06-30 16:34:30,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 16:34:30,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 16:34:30,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 16:34:30,QLD1,Constraint Q_CS_1700 management - SL,
CALL_B_1,2025-06-30 16:37:07,QLD1,Constraint management - - SL Q_CS_1700,
CALL_B_2,2025-06-30 16:37:07,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE2,2025-06-30 16:38:48,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE3,2025-06-30 16:38:48,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE4,2025-06-30 16:38:48,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE5,2025-06-30 16:38:48,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE6,2025-06-30 16:38:48,QLD1,Constraint management - - SL Q_CS_1700,
CALL_B_1,2025-06-30 16:39:39,QLD1,Constraint management - - SL Q_CS_1700,
CALL_B_2,2025-06-30 16:39:39,QLD1,Constraint management - - SL Q_CS_1700,
W/HOE#1,2025-06-30 16:41:32,QLD1,avoid partial targets - manage fuel consumption SL,
W/HOE#2,2025-06-30 16:41:32,QLD1,avoid partial targets - manage fuel consumption SL,
OAKEY1,2025-06-30 16:41:41,QLD1,Market conditions - adjust MW distribution,
OAKEY2,2025-06-30 16:41:41,QLD1,Market conditions - adjust MW distribution,
CPP_3,2025-06-30 16:42:08,QLD1,Constraint Management - Q_CS_1700 - SL,
CPP_4,2025-06-30 16:42:08,QLD1,Constraint Management - Q_CS_1700 - SL,
OAKEY1,2025-06-30 16:47:30,QLD1,Market change - commit unit,
BRAEMAR3,2025-06-30 16:47:43,QLD1,Revise unit output base on ambient conditiions. SL,
GSTONE2,2025-06-30 16:52:19,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE3,2025-06-30 16:52:19,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE4,2025-06-30 16:52:19,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE5,2025-06-30 16:52:19,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE2,2025-06-30 16:56:29,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE3,2025-06-30 16:56:29,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE4,2025-06-30 16:56:29,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE5,2025-06-30 16:56:29,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE6,2025-06-30 16:56:29,QLD1,Constraint management - - SL Q_CS_1700,
OAKEY1,2025-06-30 16:59:12,QLD1,Ambient conditions - alter availability to expected unit output,
OAKEY2,2025-06-30 16:59:12,QLD1,Ambient conditions - alter availability to expected unit output,
BRAEMAR2,2025-06-30 17:05:52,QLD1,Change in price 5PD. 17:25 PD price decreased from $826.77 (16:35 runtime) to $378.39 (16:40 runtime). SL,
STAN-1,2025-06-30 17:12:38,QLD1,Constraint Q_CS_1700 management - SL,
STAN-2,2025-06-30 17:12:38,QLD1,Constraint Q_CS_1700 management - SL,
STAN-3,2025-06-30 17:12:38,QLD1,Constraint Q_CS_1700 management - SL,
STAN-4,2025-06-30 17:12:38,QLD1,Constraint Q_CS_1700 management - SL,
OAKEY1,2025-06-30 17:17:01,QLD1,Ambient conditions - alter availability to expected unit output,
OAKEY2,2025-06-30 17:17:01,QLD1,Ambient conditions - alter availability to expected unit output,
OAKEY1,2025-06-30 17:22:42,QLD1,Ambient conditions - alter availability to expected unit output,
GSTONE2,2025-06-30 17:33:38,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE3,2025-06-30 17:33:38,QLD1,Constraint management - - SL Q_CS_1700,
GSTONE4,2025-06-30 17:33:38,QLD1,Constraint management - - SL Q_CS_1700,
